INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,LOAD_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_AREA_NAME,LABEL,XML_DATA_ITEM,POS,MW,EXECUTION_TYPE,GROUP
2016-01-01T13:00:00-00:00,2016-01-01T14:00:00-00:00,1,2016-01-01,6,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5165.55,DAM,11
2016-01-01T15:00:00-00:00,2016-01-01T16:00:00-00:00,1,2016-01-01,8,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5310.85,DAM,11
2016-01-01T20:00:00-00:00,2016-01-01T21:00:00-00:00,1,2016-01-01,13,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5362.52,DAM,11
2016-01-02T04:00:00-00:00,2016-01-02T05:00:00-00:00,1,2016-01-01,21,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5746.65,DAM,11
2016-01-02T05:00:00-00:00,2016-01-02T06:00:00-00:00,1,2016-01-01,22,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5551.9,DAM,11
2016-01-02T07:00:00-00:00,2016-01-02T08:00:00-00:00,1,2016-01-01,24,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5157.75,DAM,11
2016-01-01T23:00:00-00:00,2016-01-02T00:00:00-00:00,1,2016-01-01,16,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5406.09,DAM,11
2016-01-02T00:00:00-00:00,2016-01-02T01:00:00-00:00,1,2016-01-01,17,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5855.91,DAM,11
2016-01-02T02:00:00-00:00,2016-01-02T03:00:00-00:00,1,2016-01-01,19,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5945.72,DAM,11
2016-01-02T06:00:00-00:00,2016-01-02T07:00:00-00:00,1,2016-01-01,23,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5339.05,DAM,11
